Gene stable ID,Interpro ID,Interpro Description
WBGene00003664,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003664,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003664,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003667,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003667,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003667,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003667,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003668,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003668,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003668,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003668,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003669,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003669,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003669,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003669,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003670,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003670,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003670,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003670,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003671,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003671,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003671,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003671,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003672,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003672,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003672,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003672,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003674,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003674,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003674,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003674,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003675,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003675,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003675,IPR001723,Nuclear hormone receptor
WBGene00003675,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003675,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003676,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003676,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003676,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003676,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003677,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003677,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003677,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003677,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003678,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003678,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003678,IPR001723,Nuclear hormone receptor
WBGene00003678,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003678,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003679,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003679,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003679,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003679,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003680,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003680,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003680,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003680,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003681,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003681,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003681,IPR001723,Nuclear hormone receptor
WBGene00003681,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003681,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003682,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003682,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003682,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003682,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003683,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003683,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003683,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003683,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003684,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003684,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003684,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003684,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003684,IPR042936,Nuclear hormone receptor family member nhr-150
WBGene00003685,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003685,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003685,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003685,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003686,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003686,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003686,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003686,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003687,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003687,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003687,IPR001723,Nuclear hormone receptor
WBGene00003687,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003687,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003688,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003688,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003688,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003688,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003689,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003689,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003689,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003689,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003690,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003690,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003690,IPR001723,Nuclear hormone receptor
WBGene00003690,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003690,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003691,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003691,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003691,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003691,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003692,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003692,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003692,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003692,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003693,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003693,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003693,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003693,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003694,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003694,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003694,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003694,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003695,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003695,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003695,IPR001723,Nuclear hormone receptor
WBGene00003695,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003695,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003696,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003696,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003696,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003696,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003697,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003697,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003697,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003697,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003697,IPR042936,Nuclear hormone receptor family member nhr-150
WBGene00003698,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003698,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003698,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003698,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003699,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003699,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003699,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003699,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003700,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003700,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003700,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003700,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003701,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003701,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003701,IPR001723,Nuclear hormone receptor
WBGene00003701,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003701,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003702,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003702,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003702,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003702,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003702,IPR042936,Nuclear hormone receptor family member nhr-150
WBGene00003703,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003703,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003703,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003703,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003704,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003704,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003704,IPR001723,Nuclear hormone receptor
WBGene00003704,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003704,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003705,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003705,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003705,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003705,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003706,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003706,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003706,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003706,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003707,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003707,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003707,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003707,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003708,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003708,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003708,IPR001723,Nuclear hormone receptor
WBGene00003708,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003708,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003709,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003709,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003709,IPR001723,Nuclear hormone receptor
WBGene00003709,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003709,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003710,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003710,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003710,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003710,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003711,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003711,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003711,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003711,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003712,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003712,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003712,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003712,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003713,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003713,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003713,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003713,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003714,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003714,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003714,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003714,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003715,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003715,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003715,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003715,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003716,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003716,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003716,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003716,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003717,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003717,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003717,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003717,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003718,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003718,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003718,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003718,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003719,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003719,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003719,IPR001723,Nuclear hormone receptor
WBGene00003719,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003719,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003720,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003720,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003720,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003720,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003721,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003721,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003721,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003721,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003722,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003722,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003722,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003722,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003723,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003723,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003723,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003723,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003724,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003724,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003724,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003724,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003725,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003725,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003725,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003725,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003726,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003726,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003726,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003726,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003727,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00003727,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00003727,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00003727,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00003728,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
