Gene stable ID,Interpro ID,Interpro Description,SpectralCounts
WBGene00002056,IPR042180,"Intermediate filament, rod domain, coil 1B",4
WBGene00002056,IPR001322,Lamin tail domain,4
WBGene00002056,IPR036415,Lamin tail domain superfamily,4
WBGene00002056,,,4
WBGene00002059,IPR001040,Translation Initiation factor eIF- 4e,12
WBGene00002059,IPR019770,"Eukaryotic translation initiation factor 4E (eIF-4E), conserved site",12
WBGene00002059,IPR023398,Translation Initiation factor eIF- 4e-like,12
WBGene00002060,IPR001040,Translation Initiation factor eIF- 4e,9
WBGene00002060,IPR019770,"Eukaryotic translation initiation factor 4E (eIF-4E), conserved site",9
WBGene00002060,IPR023398,Translation Initiation factor eIF- 4e-like,9
WBGene00002061,IPR001040,Translation Initiation factor eIF- 4e,3
WBGene00002061,IPR019770,"Eukaryotic translation initiation factor 4E (eIF-4E), conserved site",3
WBGene00002061,IPR023398,Translation Initiation factor eIF- 4e-like,3
WBGene00002064,IPR001884,Translation elongation factor IF5A-like,22
WBGene00002064,IPR008991,Translation protein SH3-like domain superfamily,22
WBGene00002064,IPR012340,"Nucleic acid-binding, OB-fold",22
WBGene00002064,IPR014722,"Ribosomal protein L2, domain 2",22
WBGene00002064,IPR019769,"Translation elongation factor, IF5A, hypusine site",22
WBGene00002064,IPR020189,"Translation elongation factor, IF5A C-terminal",22
WBGene00002065,IPR001884,Translation elongation factor IF5A-like,13
WBGene00002065,IPR008991,Translation protein SH3-like domain superfamily,13
WBGene00002065,IPR012340,"Nucleic acid-binding, OB-fold",13
WBGene00002065,IPR014722,"Ribosomal protein L2, domain 2",13
WBGene00002065,IPR019769,"Translation elongation factor, IF5A, hypusine site",13
WBGene00002065,IPR020189,"Translation elongation factor, IF5A C-terminal",13
WBGene00002066,IPR003890,"MIF4G-like, type 3",3
WBGene00002066,IPR016021,MIF4G-like domain superfamily,3
WBGene00002066,IPR016024,Armadillo-type fold,3
WBGene00002070,IPR005052,Legume-like lectin,137
WBGene00002070,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,137
WBGene00002070,IPR033085,Protein ERGIC-53,137
WBGene00002071,IPR005052,Legume-like lectin,20
WBGene00002071,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,20
WBGene00002072,IPR002652,"Importin-alpha, importin-beta-binding domain",4
WBGene00002072,IPR011989,Armadillo-like helical,4
WBGene00002072,IPR016024,Armadillo-type fold,4
WBGene00002072,IPR032413,Atypical Arm repeat,4
WBGene00002073,IPR000225,Armadillo,5
WBGene00002073,IPR002652,"Importin-alpha, importin-beta-binding domain",5
WBGene00002073,IPR011989,Armadillo-like helical,5
WBGene00002073,IPR016024,Armadillo-type fold,5
WBGene00002073,IPR024931,Importin subunit alpha,5
WBGene00002073,IPR032413,Atypical Arm repeat,5
WBGene00002073,IPR036975,"Importin-alpha, importin-beta-binding domain superfamily",5
WBGene00002074,IPR000225,Armadillo,17
WBGene00002074,IPR002652,"Importin-alpha, importin-beta-binding domain",17
WBGene00002074,IPR011989,Armadillo-like helical,17
WBGene00002074,IPR016024,Armadillo-type fold,17
WBGene00002074,IPR024931,Importin subunit alpha,17
WBGene00002074,IPR032413,Atypical Arm repeat,17
WBGene00002074,IPR036975,"Importin-alpha, importin-beta-binding domain superfamily",17
WBGene00002075,IPR001494,"Importin-beta, N-terminal domain",8
WBGene00002075,IPR011989,Armadillo-like helical,8
WBGene00002075,IPR016024,Armadillo-type fold,8
WBGene00002075,IPR040122,Importin beta family,8
WBGene00002077,IPR000357,HEAT repeat,134
WBGene00002077,IPR001494,"Importin-beta, N-terminal domain",134
WBGene00002077,IPR016024,Armadillo-type fold,134
WBGene00002077,IPR040122,Importin beta family,134
WBGene00002077,IPR041389,Importin repeat 6,134
WBGene00002077,IPR041653,Importin repeat 4,134
WBGene00002078,IPR001494,"Importin-beta, N-terminal domain",7
WBGene00002078,IPR011989,Armadillo-like helical,7
WBGene00002078,IPR013598,Exportin-1/Importin-beta-like,7
WBGene00002078,IPR014877,"Exportin-1, C-terminal",7
WBGene00002078,IPR016024,Armadillo-type fold,7
WBGene00002078,IPR040485,"Exportin-1, repeat 3",7
WBGene00002078,IPR041123,Chromosome region maintenance repeat,7
WBGene00002078,IPR041235,"Exportin-1, repeat 2",7
WBGene00002079,IPR001494,"Importin-beta, N-terminal domain",4
WBGene00002079,IPR005043,"Exportin-2, C-terminal",4
WBGene00002079,IPR011989,Armadillo-like helical,4
WBGene00002079,IPR013713,"Exportin-2, central domain",4
WBGene00002079,IPR016024,Armadillo-type fold,4
WBGene00002083,IPR000629,"ATP-dependent RNA helicase DEAD-box, conserved site",82
WBGene00002083,IPR001650,"Helicase, C-terminal",82
WBGene00002083,IPR011545,DEAD/DEAH box helicase domain,82
WBGene00002083,IPR014001,"Helicase superfamily 1/2, ATP-binding domain",82
WBGene00002083,IPR014014,"RNA helicase, DEAD-box type, Q motif",82
WBGene00002083,IPR027417,P-loop containing nucleoside triphosphate hydrolase,82
WBGene00002091,IPR003235,"Nematode insulin-related peptide, beta type",1
WBGene00002091,IPR022353,"Insulin, conserved site",1
WBGene00002091,IPR036438,Insulin-like superfamily,1
WBGene00002125,IPR000990,Innexin,2
WBGene00002130,IPR000990,Innexin,4
WBGene00002134,IPR000990,Innexin,1
WBGene00002135,IPR000990,Innexin,1
WBGene00002152,IPR001412,"Aminoacyl-tRNA synthetase, class I, conserved site",74
WBGene00002152,IPR002300,"Aminoacyl-tRNA synthetase, class Ia",74
WBGene00002152,IPR002301,Isoleucine-tRNA ligase,74
WBGene00002152,IPR009008,"Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain",74
WBGene00002152,IPR009080,"Aminoacyl-tRNA synthetase, class Ia, anticodon-binding",74
WBGene00002152,IPR013155,"Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding",74
WBGene00002152,IPR014729,Rossmann-like alpha/beta/alpha sandwich fold,74
WBGene00002152,IPR023586,"Isoleucine-tRNA ligase, type 2",74
WBGene00002152,IPR033709,"Isoleucyl tRNA synthetase type 2, anticodon-binding domain",74
WBGene00002162,IPR004192,"Cytochrome b-c1 complex subunit Rieske, transmembrane domain",22
WBGene00002162,IPR005805,"Rieske iron-sulphur protein, C-terminal",22
WBGene00002162,IPR006317,"Ubiquinol-cytochrome c reductase, iron-sulphur subunit",22
WBGene00002162,IPR014349,Rieske iron-sulphur protein,22
WBGene00002162,IPR017941,Rieske [2Fe-2S] iron-sulphur domain,22
WBGene00002162,IPR036922,Rieske [2Fe-2S] iron-sulphur domain superfamily,22
WBGene00002162,IPR037008,"Cytochrome bc1 complex subunit Rieske, transmembrane domain superfamily",22
WBGene00002173,IPR000493,"Inositol 1,4,5-trisphosphate receptor",2
WBGene00002173,IPR000699,RIH domain,2
WBGene00002173,IPR005821,Ion transport domain,2
WBGene00002173,IPR013662,RyR/IP3R Homology associated domain,2
WBGene00002173,IPR014821,"Inositol 1,4,5-trisphosphate/ryanodine receptor",2
WBGene00002173,IPR016093,MIR motif,2
WBGene00002173,IPR035910,"RyR/IP3 receptor binding core, RIH domain superfamily",2
WBGene00002173,IPR036300,Mir domain superfamily,2
WBGene00002173,IPR016024,Armadillo-type fold,2
WBGene00002174,IPR000742,EGF-like domain,2
WBGene00002174,IPR001791,Laminin G domain,2
WBGene00002174,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,2
WBGene00002183,IPR002155,Thiolase,12
WBGene00002183,IPR016039,Thiolase-like,12
WBGene00002183,IPR020613,"Thiolase, conserved site",12
WBGene00002183,IPR020615,"Thiolase, acyl-enzyme intermediate active site",12
WBGene00002183,IPR020616,"Thiolase, N-terminal",12
WBGene00002183,IPR020617,"Thiolase, C-terminal",12
WBGene00002189,IPR000719,Protein kinase domain,2
WBGene00002189,IPR000961,"AGC-kinase, C-terminal",2
WBGene00002189,IPR008271,"Serine/threonine-protein kinase, active site",2
WBGene00002189,IPR011009,Protein kinase-like domain superfamily,2
WBGene00002189,IPR017441,"Protein kinase, ATP binding site",2
WBGene00002189,IPR039083,cAMP-dependent protein kinase catalytic subunit beta,2
WBGene00002189,IPR039035,cAMP-dependent protein kinase catalytic subunit alpha,2
WBGene00002190,IPR000595,Cyclic nucleotide-binding domain,66
WBGene00002190,IPR003117,"cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain",66
WBGene00002190,IPR012198,cAMP-dependent protein kinase regulatory subunit,66
WBGene00002190,IPR014710,RmlC-like jelly roll fold,66
WBGene00002190,IPR018488,"Cyclic nucleotide-binding, conserved site",66
WBGene00002190,IPR018490,Cyclic nucleotide-binding-like,66
WBGene00002191,IPR000719,Protein kinase domain,30
WBGene00002191,IPR008271,"Serine/threonine-protein kinase, active site",30
WBGene00002191,IPR011009,Protein kinase-like domain superfamily,30
WBGene00002191,IPR017441,"Protein kinase, ATP binding site",30
WBGene00002195,IPR000719,Protein kinase domain,3
WBGene00002195,IPR001245,"Serine-threonine/tyrosine-protein kinase, catalytic domain",3
WBGene00002195,IPR008266,"Tyrosine-protein kinase, active site",3
WBGene00002195,IPR011009,Protein kinase-like domain superfamily,3
WBGene00002195,IPR020635,"Tyrosine-protein kinase, catalytic domain",3
WBGene00002196,IPR000704,"Casein kinase II, regulatory subunit",5
WBGene00002196,IPR016149,"Casein kinase II, regulatory subunit, N-terminal",5
WBGene00002196,IPR035991,Casein kinase II subunit beta-like,5
WBGene00002201,IPR000719,Protein kinase domain,47
WBGene00002201,IPR011009,Protein kinase-like domain superfamily,47
WBGene00002201,IPR017441,"Protein kinase, ATP binding site",47
WBGene00002202,IPR000719,Protein kinase domain,38
WBGene00002202,IPR008271,"Serine/threonine-protein kinase, active site",38
WBGene00002202,IPR011009,Protein kinase-like domain superfamily,38
WBGene00002202,IPR017441,"Protein kinase, ATP binding site",38
WBGene00002203,IPR000719,Protein kinase domain,2
WBGene00002203,IPR008271,"Serine/threonine-protein kinase, active site",2
WBGene00002203,IPR011009,Protein kinase-like domain superfamily,2
WBGene00002203,IPR017441,"Protein kinase, ATP binding site",2
WBGene00002207,IPR000719,Protein kinase domain,2
WBGene00002207,IPR001245,"Serine-threonine/tyrosine-protein kinase, catalytic domain",2
WBGene00002207,IPR001452,SH3 domain,2
WBGene00002207,IPR008266,"Tyrosine-protein kinase, active site",2
WBGene00002207,IPR011009,Protein kinase-like domain superfamily,2
WBGene00002207,IPR015116,Cdc42 binding domain-like,2
WBGene00002207,IPR017441,"Protein kinase, ATP binding site",2
WBGene00002207,IPR020635,"Tyrosine-protein kinase, catalytic domain",2
WBGene00002207,IPR036028,SH3-like domain superfamily,2
WBGene00002207,IPR037085,Cdc42 binding domain-like superfamily,2
WBGene00002215,IPR002151,Kinesin light chain,14
WBGene00002215,IPR011990,Tetratricopeptide-like helical domain superfamily,14
WBGene00002215,IPR013026,Tetratricopeptide repeat-containing domain,14
WBGene00002215,IPR015792,Kinesin light chain repeat,14
WBGene00002215,IPR019734,Tetratricopeptide repeat,14
WBGene00002218,IPR000253,Forkhead-associated (FHA) domain,16
WBGene00002218,IPR001752,Kinesin motor domain,16
WBGene00002218,IPR008984,SMAD/FHA domain superfamily,16
WBGene00002218,IPR019821,"Kinesin motor domain, conserved site",16
WBGene00002218,IPR022140,Kinesin-like KIF1-type,16
WBGene00002218,IPR027417,P-loop containing nucleoside triphosphate hydrolase,16
WBGene00002218,IPR027640,Kinesin-like protein,16
WBGene00002218,IPR036961,Kinesin motor domain superfamily,16
WBGene00002219,IPR001752,Kinesin motor domain,4
WBGene00002219,IPR019821,"Kinesin motor domain, conserved site",4
WBGene00002219,IPR027417,P-loop containing nucleoside triphosphate hydrolase,4
WBGene00002219,IPR027640,Kinesin-like protein,4
WBGene00002219,IPR036961,Kinesin motor domain superfamily,4
WBGene00002238,IPR002313,"Lysine-tRNA ligase, class II",29
WBGene00002238,IPR004364,"Aminoacyl-tRNA synthetase, class II (D/K/N)",29
WBGene00002238,IPR004365,"OB-fold nucleic acid binding domain, AA-tRNA synthetase-type",29
WBGene00002238,IPR006195,"Aminoacyl-tRNA synthetase, class II",29
WBGene00002238,IPR012340,"Nucleic acid-binding, OB-fold",29
WBGene00002238,IPR018149,"Lysyl-tRNA synthetase, class II, C-terminal",29
WBGene00002238,IPR034762,"Bacterial/eukaryotic lysine-tRNA ligase, class II",29
WBGene00002244,IPR000629,"ATP-dependent RNA helicase DEAD-box, conserved site",15
WBGene00002244,IPR001650,"Helicase, C-terminal",15
WBGene00002244,IPR011545,DEAD/DEAH box helicase domain,15
WBGene00002244,IPR014001,"Helicase superfamily 1/2, ATP-binding domain",15
WBGene00002244,IPR014014,"RNA helicase, DEAD-box type, Q motif",15
WBGene00002244,IPR027417,P-loop containing nucleoside triphosphate hydrolase,15
WBGene00002247,IPR000742,EGF-like domain,14
WBGene00002247,IPR002049,Laminin EGF domain,14
WBGene00002247,IPR008211,"Laminin, N-terminal",14
WBGene00002247,IPR013015,Laminin IV type B,14
WBGene00002247,IPR038684,"Laminin, N-terminal domain superfamily",14
WBGene00002247,,,14
WBGene00002249,IPR000819,"Peptidase M17, leucyl aminopeptidase, C-terminal",148
WBGene00002249,IPR011356,"Peptidase M17, leucine aminopeptidase/peptidase B",148
WBGene00002249,IPR041417,"Probable aminopeptidase NPEPL1, N-terminal",148
WBGene00002250,IPR000819,"Peptidase M17, leucyl aminopeptidase, C-terminal",388
WBGene00002250,IPR011356,"Peptidase M17, leucine aminopeptidase/peptidase B",388
WBGene00002253,IPR000463,Cytosolic fatty-acid binding,9
WBGene00002253,IPR012674,Calycin,9
WBGene00002253,IPR040094,Fatty acid-binding protein homologue 1/2/3/4,9
WBGene00002254,IPR000463,Cytosolic fatty-acid binding,23
WBGene00002254,IPR012674,Calycin,23
WBGene00002254,IPR040094,Fatty acid-binding protein homologue 1/2/3/4,23
WBGene00002255,IPR000463,Cytosolic fatty-acid binding,28
WBGene00002255,IPR012674,Calycin,28
WBGene00002255,IPR040094,Fatty acid-binding protein homologue 1/2/3/4,28
WBGene00002256,IPR000463,Cytosolic fatty-acid binding,2
WBGene00002256,IPR012674,Calycin,2
WBGene00002256,IPR040094,Fatty acid-binding protein homologue 1/2/3/4,2
WBGene00002257,IPR000463,Cytosolic fatty-acid binding,8
WBGene00002257,IPR000566,Lipocalin/cytosolic fatty-acid binding domain,8
WBGene00002257,IPR012674,Calycin,8
WBGene00002257,IPR031259,Intracellular lipid binding protein,8
WBGene00002258,IPR000463,Cytosolic fatty-acid binding,132
WBGene00002258,IPR000566,Lipocalin/cytosolic fatty-acid binding domain,132
WBGene00002258,IPR012674,Calycin,132
WBGene00002258,IPR031259,Intracellular lipid binding protein,132
WBGene00002262,IPR001236,"Lactate/malate dehydrogenase, N-terminal",92
WBGene00002262,IPR001557,L-lactate/malate dehydrogenase,92
WBGene00002262,IPR011304,L-lactate dehydrogenase,92
WBGene00002262,IPR015955,"Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal",92
WBGene00002262,IPR018177,"L-lactate dehydrogenase, active site",92
WBGene00002262,IPR022383,"Lactate/malate dehydrogenase, C-terminal",92
WBGene00002262,IPR036291,NAD(P)-binding domain superfamily,92
WBGene00002263,,,312
WBGene00002263,IPR000074,Apolipoprotein A/E,312
WBGene00002263,IPR004238,"Late embryogenesis abundant protein, LEA_4 subgroup",312
WBGene00002263,IPR038399,Hsp9/Hsp12 superfamily,312
WBGene00002264,IPR001079,"Galectin, carbohydrate recognition domain",552
WBGene00002264,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,552
WBGene00002265,IPR001079,"Galectin, carbohydrate recognition domain",121
WBGene00002265,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,121
WBGene00002266,IPR001079,"Galectin, carbohydrate recognition domain",49
WBGene00002266,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,49
WBGene00002266,,,49
WBGene00002267,IPR001079,"Galectin, carbohydrate recognition domain",146
WBGene00002267,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,146
WBGene00002268,IPR001079,"Galectin, carbohydrate recognition domain",120
WBGene00002268,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,120
WBGene00002269,IPR001079,"Galectin, carbohydrate recognition domain",74
WBGene00002269,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,74
WBGene00002271,IPR001079,"Galectin, carbohydrate recognition domain",66
WBGene00002271,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,66
WBGene00002272,IPR001079,"Galectin, carbohydrate recognition domain",127
WBGene00002272,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,127
WBGene00002273,IPR001079,"Galectin, carbohydrate recognition domain",18
WBGene00002273,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,18
WBGene00002274,IPR001079,"Galectin, carbohydrate recognition domain",51
WBGene00002274,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,51
WBGene00002275,IPR003887,LEM domain,3
WBGene00002275,IPR011015,LEM/LEM-like domain superfamily,3
WBGene00002275,IPR034997,Inner nuclear membrane protein Man1,3
WBGene00002275,IPR041885,"MAN1, winged-helix domain",3
WBGene00002280,IPR001442,"Collagen IV, non-collagenous",3
WBGene00002280,IPR008160,Collagen triple helix repeat,3
WBGene00002280,IPR016187,C-type lectin fold,3
WBGene00002280,IPR036954,"Collagen IV, non-collagenous domain superfamily",3
WBGene00002335,IPR001806,Small GTPase,54
WBGene00002335,IPR005225,Small GTP-binding protein domain,54
